Ensembl_ID	PD1-001	PD1-003	PD1-004	PD1-005	PD1-011	PD1-017	PD1-019	PD1-020	PD1-027
ENSG00000201809	0	0	0	0	0	0	0	0	0
ENSG00000201810	0	0	0	0	0	0	0	0	0
ENSG00000201811	0	0	0	0	0	0	0	0	0
ENSG00000201812	0	0	0	0	0	0	0	0	0
ENSG00000201813	0	0	0	0	0	0	0	0	0
ENSG00000201815	0	0	0	0	0	0	0	0	0
ENSG00000201816	0	0	0	0	0	0	0	0	0
ENSG00000201818	0	0	0	0	0	0	0	0	0
ENSG00000201820	0	0	0	0	0	0	0	0	0
ENSG00000201821	0	0	0	0	0	0	0	0	0
ENSG00000201822	4	2	6	3.93	9.37	2	0	1	1
ENSG00000201823	0	0	0	0	0	0	0	0	0
ENSG00000201825	0	0	0	0	0	0	0	0	0
ENSG00000201826	0	0	0	0	0	0	0	0	0
ENSG00000201827	0	0	0	0	0	0	0	0	0
ENSG00000201830	0	0	0	0	0	0	0	0	0
ENSG00000201831	0	0	0	0	0	0	0	0	0
ENSG00000201839	0	0	0	0	0	0	0	0	0
ENSG00000201843	0	0	0	0	0	0	0	0	0
ENSG00000201846	0	0	0	0	0	0	0	0	0
ENSG00000201847	0	0	0	0	0	0	0	0	0
ENSG00000201850	0	0	0	0	0	0	0	0	0
ENSG00000201852	0	0	0	0	0	0	0	0	0
ENSG00000201856	0	0	0	0	0	0	0	0	0
ENSG00000201860	0	0	0	0	0	0	0	0	0
ENSG00000201861	2	0	0	3	2.01	3	0	0	1
ENSG00000201863	0	0	0	0	0	0	0	0	0
ENSG00000201867	0	0	0	0	0	0	0	0	0
ENSG00000201868	0	0	0	0	0	0	0	0	0
ENSG00000201869	0	0	0	0	0	0	0	0	0
ENSG00000201875	0	0	0	0	0	0	0	0	0
ENSG00000201876	0	0	0	0	0	0	0	0	0
ENSG00000201881	0	0	0	0	0	0	0	0	0
ENSG00000201882	0	0	0	0	0	0	0	0	0
ENSG00000201884	0	0	0	0	0	0	0	0	0
ENSG00000201885	0	0	0	0	0	0	0	0	0
ENSG00000201892	0	0	0	0	0	0	0	0	0
ENSG00000201894	0	0	0	0	0	0	0	0	0
ENSG00000201896	0	0	0	0	0	0	0	0	0
ENSG00000201898	0	0	0	0	0	0	0	0	0
ENSG00000201899	0	0	0	0	0	0	0	0	0
ENSG00000201900	0	0	0	0	0	0	0	0	0
ENSG00000201901	0	0	0	0	0	0	0	0	0
ENSG00000201907	0	0	0	0	0	0	0	0	0
ENSG00000201909	0	0	0	0	0	0	0	0	0
ENSG00000201910	0	0	0	0	0	0	0	0	0
ENSG00000201912	0	0	0	0	0	0	0	0	0
ENSG00000201913	0	0	0	0	1	0	0	0	0
ENSG00000201916	0	0	0	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0	0	0	0
ENSG00000201920	0	0	0	0	0	0	0	0	0
ENSG00000201922	0	0	0	0	0	0	0	0	0
ENSG00000201923	0	0	0	0	0	0	0	0	0
ENSG00000201925	0	0	0	0	6.19	0	0.82	1.19	1.76
ENSG00000201931	0	0	0	0	0	0	0	0	0
ENSG00000201933	0	0	0	0	0	0	0	0	0
ENSG00000201938	0	0	0	0	0	0	0	0	0
ENSG00000201939	0	0	0	0	0	0	0	0	0
ENSG00000201942	0	0	0	0	0	0	0	0	0
ENSG00000201943	0	0	0	0	0	0	0	0	0
ENSG00000201944	0	0	0	0	0	0	0	0	0
ENSG00000201945	0	0	0	0	0	0	0	0	0
ENSG00000201950	0	0	0	0	0	0	0	0	0
ENSG00000201954	0	0	0	0	0	0	0	0	0
ENSG00000201955	0	0	0	0	0	0	0	0	0
ENSG00000201957	0	0	0	0	0	0	0	0	0
ENSG00000201959	0	0	0	0	0	0	0	0	0
ENSG00000201962	0	0	0	0	0	0	0	0	0
ENSG00000201965	0	0	0	0	0	0	0	0	0
ENSG00000201966	0	0	0	0	0	0	0	0	0
ENSG00000201967	0	0	0	0	0	0	0	0	0
ENSG00000201968	0	0	0	0	0	0	0	0	0
ENSG00000201969	0	0	0	0	0	0	0	0	0
ENSG00000201980	0	0	0	0	0	0	0	0	0
ENSG00000201984	0	0	0	0	0	0	0	0	0
ENSG00000201987	0	0	0	0	0	0	0	0	0
ENSG00000201988	0	0	0	0	0	0	0	0	0
ENSG00000201990	0	0	0	0	0	0	0	0	0
ENSG00000201992	0	0	0	0	0	0	0	0	0
ENSG00000201998	0	0	1	2	1	1	0	0	3
ENSG00000201999	0	0	0	0	0	0	0	0	0
ENSG00000202000	0	0	0	0	0	0	0	0	0
ENSG00000202001	0	0	0	0	0	0	0	0	0
ENSG00000202008	0	0	0	0	0	0	0	0	0
ENSG00000202014	0	0	0	0	0	0	0	0	0
ENSG00000202016	0	0	0	0	0	0	0	0	0
ENSG00000202017	0	0	0	0	0	0	0	0	0
ENSG00000202019	0	0	0	0	0	0	0	0	0
ENSG00000202021	0	0	0	0	0	0	0	0	0
ENSG00000202023	0	0	0	0	0	0	0	0	0
ENSG00000202024	0	0	0	0	0	0	0	0	0
ENSG00000202025	0	0	0	0	0	0	0	0	0
ENSG00000202026	0	0	0	0	0	0	0	0	0
ENSG00000202027	0	0	0	0	0	0	0	0	0
ENSG00000202029	0	0	0	0	0	0	0	0	0
ENSG00000202031	0	0	0	0	0	0	0	0	0
ENSG00000202034	0	0	0	0	0	0	0	0	0
ENSG00000202035	0	0	0	0	0	0	0	0	0
ENSG00000202039	0	0	0	0	0	0	0	0	0
ENSG00000202041	0	0	0	0	0	0	0	0	0
ENSG00000202044	0	0	0	0	0	0	0	0	0
ENSG00000202046	0	0	0	0	0	0	0	0	0
ENSG00000202047	0	0	0	0	0	0	0	0	0
ENSG00000202048	0	0	0	0	0	0	0	0	0
ENSG00000202050	0	0	0	0	0	0	0	0	0
ENSG00000202051	0	0	0	0	0	0	0	0	0
ENSG00000202054	0	0	0	0	0	0	0	0	0
ENSG00000202056	0	0	0	0	0	0	0	0	0
ENSG00000202058	1.08	0	0	0	1.29	0	0	0	1.04
ENSG00000202059	0	0	0	0	0	0	0	0	0
ENSG00000202060	0	0	0	0	0	0	0	0	0
ENSG00000202063	0	0	0	0	0	0	0	0	0
ENSG00000202069	0	0	0	0	0	0	0	0	0
ENSG00000202070	0	0	0	0	0	0	0	0	0
ENSG00000202071	0	0	0	0	0	0	0	0	0
ENSG00000202074	0	0	0	0	0	0	0	0	0
ENSG00000202078	0	0	0	0	0	0	0	0	0
ENSG00000202079	0	0	0	0	0	0	0	0	0
ENSG00000202081	0	0	0	0	0	0	0	0	0
ENSG00000202082	0	0	0	0	0	0	0	0	0
ENSG00000202089	0	0	0	0	0	0	0	0	0
ENSG00000202092	0	0	0	0	0	0	0	0	0
ENSG00000202093	0	0	0	0	0	0	0	0	0
ENSG00000202095	0	0	0	0	0	0	0	0	0
ENSG00000202099	0	0	0	0	0	0	0	0	0
ENSG00000202100	0	0	0	0	0	0	0	0	0
ENSG00000202103	0	0	0	0	0	0	0	0	0
ENSG00000202111	0	0	0	0	0	0	0	0	0
ENSG00000202112	0	0	0	0	0	0	0	0	0
ENSG00000202119	0	0	0	0	0	0	0	0	0
ENSG00000202124	0	0	0	0	0	0	0	0	0
ENSG00000202125	0	0	0	0	0	0	0	0	0
ENSG00000202137	0	0	0	0	0	0	0	0	0
ENSG00000202141	0	0	0	0	0	0	0	0	0
ENSG00000202142	0	0	0	0	0	0	0	0	0
ENSG00000202144	0	0	0	0	0	0	0	0	0
ENSG00000202146	0	0	0	0	0	0	0	0	0
ENSG00000202147	0	0	0	0	0	0	0	0	0
ENSG00000202150	0	0	0	0	0	0	0	0	0
ENSG00000202151	0	0	0	0	0	0	0	0	0
ENSG00000202157	0	0	0	0	0	0	0	0	0
ENSG00000202159	0	0	0	0	0	0	0	0	0
ENSG00000202160	0	0	0	0	0	0	0	0	0
ENSG00000202164	0	0	0	0	0	0	0	0	0
ENSG00000202167	0	0	0	0	0	0	0	0	0
ENSG00000202169	0	0	0	0	0	0	0	0	0
ENSG00000202172	0	0	0	0	0	0	0	0	0
ENSG00000202174	0	0	0	0	0	0	0	0	0
ENSG00000202175	0	0	0	0	0	0	0	0	0
ENSG00000202177	0	0	0	0	0	0	0	0	0
ENSG00000202182	0	0	0	0	0	0	0	0	0
ENSG00000202183	0	0	0	0	0	0	0	0	0
ENSG00000202184	0	0	0	0	0	0	0	0	0
ENSG00000202186	0	0	0	0	0	0	0	0	0
ENSG00000202187	0	0	0	0	1	0	0	0	0
ENSG00000202188	0	0	0	0	0	0	0	0	0
ENSG00000202189	0	0	0	0	0	0	0	0	0
ENSG00000202190	0	0	0	0	0	0	0	0	0
ENSG00000202191	0	0	0	0	0	0	0	0	0
ENSG00000202193	0	0	0	0	0	0	0	0	0
ENSG00000202195	0	0	0	0	0	0	0	0	0
ENSG00000202198	1859.53	2009.9	1349.89	1729.41	5437.12	2883.61	41.99	2749.81	3366.81
ENSG00000202199	0	0	0	0	0	0	0	0	0
ENSG00000202200	0	0	0	0	0	0	0	0	0
ENSG00000202205	0	0	0	0	0	0	0	0	0
ENSG00000202206	0	0	0	0	0	0	0	0	0
ENSG00000202211	0	0	0	0	0	0	0	0	0
ENSG00000202215	0	0	0	0	0	0	0	0	0
ENSG00000202216	0	0	0	0	0	0	0	0	0
ENSG00000202217	0	0	0	0	0	0	0	0	0
ENSG00000202222	0	0	0	0	0	0	0	0	0
ENSG00000202224	0	0	0	0	0	0	0	0	0
ENSG00000202225	0	0	0	0	0	0	0	0	0
ENSG00000202227	0	0	0	0	0	0	0	0	0
ENSG00000202229	0	0	0	0	0	0	0	0	0
ENSG00000202231	0	0	0	0	0	0	0	0	0
ENSG00000202233	0	0	0	0	0	0	0	0	0
ENSG00000202237	0	0	0	0	0	0	0	0	0
ENSG00000202239	0	0	0	0	0	0	0	0	0
ENSG00000202240	0	0	0	0	0	0	0	0	0
ENSG00000202241	0	0	0	0	0	0	0	0	0
ENSG00000202242	0	0	0	0	0	0	0	0	0
ENSG00000202245	0	0	0	0	0	0	0	0	0
ENSG00000202248	0	0	0	0	0	0	0	0	0
ENSG00000202249	0	0	0	0	0	0	0	0	0
ENSG00000202250	0	0	0	0	0	0	0	0	0
ENSG00000202251	0	0	0	0	0	0	0	0	0
ENSG00000202252	0	0	0	0	13.22	1.24	0	0.31	0
ENSG00000202254	0	0	0	0	0	0	0	0	0
ENSG00000202255	0	0	0	0	0	0	0	0	0
ENSG00000202257	0	0	0	0	6.19	0	0.82	1.19	1.76
ENSG00000202259	0	0	0	0	0	0	0	0	0
ENSG00000202260	0	0	0	0	0	0	0	0	0
ENSG00000202261	0	0	0	0	0	0	0	0	0
ENSG00000202263	0	0	0	0	0	0	0	0	0
ENSG00000202264	0	0	0	0	0	0	0	0	0
ENSG00000202265	0	0	0	0	0	0	0	0	0
ENSG00000202268	0	0	0	0	0	0	0	0	0
ENSG00000202269	0	0	0	0	0	0	0	0	0
ENSG00000202270	0	0	0	0	0	0	0	0	0
ENSG00000202272	0	0	0	0	0	0	0	0	0
ENSG00000202273	0	0	0	0	0	0	0	0	0
ENSG00000202275	0	0	0	0	0	0	0	0	0
ENSG00000202276	0	0	0	0	0	0	0	0	0
ENSG00000202279	0	0	0	0	0	0	0	0	0
ENSG00000202281	0	0	0	0	0	0	0	0	0
ENSG00000202283	0	0	0	0	0	0	0	0	0
ENSG00000202285	0	0	0	0	0	0	0	0	0
ENSG00000202290	0	0	0	0	0	0	0	0	0
ENSG00000202293	0	0	0	0	0	0	0	0	0
ENSG00000202296	0	0	0	0	0	0	0	0	0
ENSG00000202297	0	0	0	0	0	0	0	0	0
ENSG00000202300	0	0	0	0	0	0	0	0	0
ENSG00000202304	0	0	0	0	0	0	0	0	0
ENSG00000202306	0	0	0	0	0	0	0	0	0
ENSG00000202308	0	0	0	0	0	0	0	0	0
ENSG00000202309	0	0	0	0	0	0	0	0	0
ENSG00000202310	0	0	0	0	0	0	0	0	0
ENSG00000202313	0	0	0	0	0	0	0	0	0
ENSG00000202314	0	0	0	0	0	0	0	0	0
ENSG00000202317	0	0	0	0	0	0	0	0	0
ENSG00000202318	0	0	0	0	0	0	0	0	0
ENSG00000202322	0	0	0	0	0	0	0	0	0
ENSG00000202324	0	0	0	0	0	0	0	0	0
ENSG00000202329	0	0	0	0	0	0	0	0	0
ENSG00000202331	0	0	0	0	0	0	0	0	0
ENSG00000202332	0	0	0	0	0	0	0	0	0
ENSG00000202334	0	0	0	0	0	0	0	0	0
ENSG00000202335	0	0	0	0	0	0	0	0	0
ENSG00000202336	0	0	0	0	0	0	0	0	0
ENSG00000202337	0.46	0.14	0.38	0.46	21.84	0.5	0	0.15	0.15
ENSG00000202339	0	0	0	0	0	0	0	0	0
ENSG00000202341	0	0	0	0	0	0	0	0	0
ENSG00000202343	0	0	0	0	0	0	0	0	0
ENSG00000202344	0	0	0	0	0	0	0	0	0
ENSG00000202345	0	0	0	0	0	0	0	0	0
ENSG00000202347	0	0	0	0	0	0	0	0	0
ENSG00000202350	0	0	0	0	0	0	0	0	0
ENSG00000202351	0	0	0	0	0	0	0	0	0
ENSG00000202354	0.33	4.5	4.5	5.45	89	12	0	3.5	3
ENSG00000202356	0	0	0	0	0	0	0	0	0
ENSG00000202357	0	0	0	0	0	0	0	0	0
ENSG00000202358	0	0	0	0	0	0	0	0	0
ENSG00000202360	0	0	0	0	0	0	0	0	0
ENSG00000202361	0	0	0	0	0	0	0	0	0
ENSG00000202363	0	0	0	0	4.66	0	0	0	0
ENSG00000202368	0	0	0	0	0	0	0	0	0
ENSG00000202373	0	0	0	0	0	0	0	0	0
ENSG00000202374	0	0	0	0	0	0	0	0	0
ENSG00000202377	0	0	0	0	0	0	0	0	0
ENSG00000202379	0	0	0	0	0	0	0	0	0
ENSG00000202380	0	0	0	0	0	0	0	0	0
ENSG00000202382	0	0	0	0	0	0	0	0	0
ENSG00000202383	0	0	0	0	0	0	0	0	0
ENSG00000202385	0	0	0	0	0	0	0	0	0
ENSG00000202386	0	0	0	0	0	0	0	0	0
ENSG00000202388	0	0	0	0	0	0	0	0	0
ENSG00000202389	0	0	0	0	0	0	0	0	0
ENSG00000202392	0	0	0	0	0	0	0	0	0
ENSG00000202395	0	0	0	0	0	0	0	0	0
ENSG00000202398	0	0	0	0	0	0	0	0	0
ENSG00000202399	0	0	0	0	0	0	0	0	0
ENSG00000202400	0	0	0	0	0	0	0	0	0
ENSG00000202402	0	0	0	0	0	0	0	0	0
ENSG00000202406	0	0	0	0	0	0	0	0	0
ENSG00000202407	0	0	0	0	0	0	0	0	0
ENSG00000202408	0	0	0	0	0	0	0	0	0
ENSG00000202410	0	0	0	0	0	0	0	0	0
ENSG00000202411	0	0	0	0	2	0	0	0	0
ENSG00000202412	0	0	0	0	0	0	0	0	0
ENSG00000202414	0	0	0	0	0	0	0	0	0
ENSG00000202415	0	0	0	0	0	0	0	0	0
ENSG00000202417	0	0	0	0	0	0	0	0	0
ENSG00000202422	0	0	0	0	0	0	0	0	0
ENSG00000202423	0	0	0	0	0	0	0	0	0
ENSG00000202427	0	0	0	0	0	0	0	0	0
ENSG00000202428	0	0	0	0	0	0	0	0	0
ENSG00000202429	0	0	0	0	0	0	0	0	0
ENSG00000202430	0	0	0	0	0	0	0	0	0
ENSG00000202431	0	0	0	0	0	0	0	0	0
ENSG00000202433	0	0	0	0	0	0	0	0	0
ENSG00000202434	0	0	0	0	0	0	0	0	0
ENSG00000202438	0	0	0	0	0	0	0	0	0
ENSG00000202440	0	0	0	0	0	0	0	0	0
ENSG00000202441	0	0	0	0	0	0	0	0	0
ENSG00000202444	0	0	3	0	0	1	0	0	0
ENSG00000202445	0	0	0	0	0	0	0	0	0
ENSG00000202449	0	0	0	0	0	0	0	0	0
ENSG00000202459	0	0	0	0	0	0	0	0	0
ENSG00000202461	0	0	0	0	0	0	0	0	0
ENSG00000202468	0	0	0	0	0	0	0	0	0
ENSG00000202469	0	0	0	0	0	0	0	0	0
ENSG00000202470	0	0	0	0	0	0	0	0	0
ENSG00000202471	0	0	0	0	0	0	0	0	0
ENSG00000202472	0	0	0	0	0	0	0	0	0
ENSG00000202473	0	0	0	0	0	0	0	0	0
ENSG00000202474	0	0	0	0	0	0	0	0	0
ENSG00000202476	0	0	0	0	0	0	0	0	0
ENSG00000202478	0	0	0	0	0	0	0	0	0
ENSG00000202479	0	0	0	0	0	0	0	0	0
ENSG00000202485	0	0	0	0	0	0	0	0	0
ENSG00000202490	0	0	0	0	0	0	0	0	0
ENSG00000202491	0	0	0	0	0	0	0	0	0
ENSG00000202495	0	0	0	0	0	0	0	0	0
ENSG00000202497	0	0	0	0	0	0	0	0	0
ENSG00000202498	0	0	0	0	0	0	0	0	0
ENSG00000202499	0	0	0	0	0	0	0	0	0
ENSG00000202502	0	0	0	0	0	0	0	0	0
ENSG00000202503	0	0	0	0	0	0	0	0	0
ENSG00000202508	0	0	0	0	0	0	0	0	0
ENSG00000202512	2.03	0	0	0	0	0	0	0	0
ENSG00000202513	0	0	0	0	0	0	0	0	0
ENSG00000202514	0	0	0	0	0	0	0	0	0
ENSG00000202515	0	0	0	0	0	0	0	0	0
ENSG00000202517	0	0	0	0	0	0	0	0	0
ENSG00000202521	0	0	0	0	6.19	0	0.82	1.19	1.76
ENSG00000202522	0	0	0	0	0	0	0	0	0
ENSG00000202523	0	0	0	0	0	0	0	0	0
ENSG00000202526	0	0	0	0	6.19	0	0.82	1.19	1.76
ENSG00000202528	0	0	0	0	0	0	0	0	0
ENSG00000202529	0	0	0	0	0	0	0	0	0
ENSG00000202532	0	0	0	0	0	0	0	0	0
ENSG00000202533	0	0	0	0	0	0	0	0	0
ENSG00000202534	0	0	0	0	0	0	0	0	0
ENSG00000202536	0	0	0	0	0	0	0	0	0
ENSG00000202537	0	0	0	0	0	0	0	0	0
ENSG00000202538	479	106.94	112	270.23	1065.21	284	9	248	172
ENSG00000202542	0	0	0	0	0	0	0	0	0
ENSG00000202560	0	0	0	0	0	0	0	0	0
ENSG00000202566	0	0	0	0	0	0	0	0	0
ENSG00000202569	0	0	0	0	0	0	0	0	0
ENSG00000202601	0	0	0	0	0	0	0	0	0
ENSG00000202609	0	0	0	0	0	0	0	0	0
ENSG00000203258	0	0	0	0	0	0	0	0	0
ENSG00000203262	0	0	0	0	0	0	0	0	0
ENSG00000203266	0	0	0	0	0	0	0	0	0
ENSG00000203279	0	0	0	0	0	0	0	0	0
ENSG00000203280	0	0	0	0	0	0	0	0	0
ENSG00000203286	0	0	0	0	0	0	0	0	0
ENSG00000203288	0	0	0	0	0	0	0	0	0
ENSG00000203307	0	0	0	0	0	0	0	0	0
ENSG00000203321	0	0	0	0	0	0	0	0	0
ENSG00000203325	0	0	0	0	1	0	0	0	0
ENSG00000203326	176.56	179.92	238.86	94.53	1576.59	408.34	400.49	415.04	349.12
ENSG00000203327	0	0	0	0	0	0	0	0	0
ENSG00000203334	0	0	0	0	0	0	0	0	0
ENSG00000203335	0	2	0	1	2	0	15	1	0
ENSG00000203356	0	0	0	0	0	0	0	0	0
ENSG00000203362	0	0	0	0	0	0	0	0	0
ENSG00000203363	0	0	0	0	0	0	0	0	0
ENSG00000203364	0	0	0	0	0	0	0	0	0
ENSG00000203386	0	0	0	0	0	0	0	0	0
ENSG00000203387	0	0	0	0	0	0	4	0	0
ENSG00000203392	0	0	0	0	0	0	0	0	0
ENSG00000203395	0	0	0	0	0	0	0	0	0
ENSG00000203396	0	0	0	0	0	0	0	0	0
ENSG00000203397	13	8	6	1	92	3	24	8	5
ENSG00000203402	0	0	0	0	1	0	0	0	0
ENSG00000203408	0	0	0	0	0	0	0	0	0
ENSG00000203411	0	0	0	0	0	0	0	0	0
ENSG00000203413	0	0	0	0	0	0	14	0	0
ENSG00000203414	1.01	12	8	40.31	10.08	77.44	62.18	3	0
ENSG00000203416	0	0	0	0	0	0	0	0	0
ENSG00000203434	0	0	0	0	0	0	0	0	0
ENSG00000203435	0	0	0	0	2	0	4	0	0
ENSG00000203436	0	0	0	0	0	0	0	0	0
ENSG00000203437	0	0	0	0	0	0	0	0	0
ENSG00000203441	0	0	0	0	0	0	0	0	0
ENSG00000203446	0	0	0	0	0	0	0	0	0
ENSG00000203462	0	0	0	0	0	0	0	0	0
ENSG00000203469	0	1	0	0	0	0	0	0	0
ENSG00000203472	0	0	0	0	0	0	0	0	0
ENSG00000203485	1778	3296	1282	791	3827	2989	527	3971	5389
ENSG00000203489	0	0	0	0	0	0	4	0	0
ENSG00000203492	0	0	0	0	0	0	0	0	0
ENSG00000203496	0	0	0	0	0	1.05	5.72	0	0
ENSG00000203497	0	0	0	0	0	0	0	0	0
ENSG00000203498	0	0	0	0	0	0	0	0	0
ENSG00000203499	2	2	0	0	2	1	0	0	1
ENSG00000203506	0	0	0	0	0	0	0	0	0
ENSG00000203520	0	0	0	0	0	0	0	0	0
ENSG00000203523	0	0	0	0	0	0	0	0	0
ENSG00000203527	0	0	0	0	0	0	0	0	0
ENSG00000203531	0	0	0	0	0	0	0	0	0
ENSG00000203546	76.91	709.3	258.69	271.57	629.52	509.73	77.78	325.99	239.73
ENSG00000203560	0	0	0	0	0	0	0	0	0
ENSG00000203565	0	0	0	0	0	0	0	0	0
ENSG00000203573	0	0	0	0	0	0	0	0	0
ENSG00000203581	0	0	0	0	1	0	33.26	0	2
ENSG00000203585	0	0	0	0	0	0	0	0	0
ENSG00000203588	0	0	0	0	0	0	0	0	0
ENSG00000203593	0	0	0	0	0	0	0	0	0
ENSG00000203601	0	0	0	0	0	0	0	0	0
ENSG00000203605	0	0	0	0	0	0	1	0	0
ENSG00000203616	0	3.25	1	0	15.39	1	6	9.93	1
ENSG00000203618	8.73	61.08	2.29	0	8.45	0	59.51	10.07	52.87
ENSG00000203620	0	0	0	0	0	0	0	0	0
ENSG00000203635	0	0	0	0	0	0	0	0	0
ENSG00000203643	0	0	0	0	0	0	0	0	0
ENSG00000203644	0	0	0	0	0	0	0	0	0
ENSG00000203645	0	0	0	0	0	0	0	0	0
ENSG00000203647	0	0	0	0	0	0	0	0	0
ENSG00000203648	0	0	0	0	0	0	0	0	0
ENSG00000203650	0	0	0	0	0	0	0	0	0
ENSG00000203661	3.5	3	248.56	200.39	173.49	14.08	759.73	1	0
ENSG00000203663	4	85	14	7	16	1	173.76	68	10
ENSG00000203664	0	0	0	0	0	0	245	0	0
ENSG00000203666	97.73	119.84	62.55	117.12	343.36	85.35	46.17	325.88	81.75
ENSG00000203667	218.25	720.56	636.67	401.07	1704.18	415.92	54.51	1341.88	362.52
ENSG00000203668	132	1107	835	330	2009	654	271	1556	1521
ENSG00000203684	0	0	0	0	1	0	0	0	0
ENSG00000203685	7	27	6	1	20	0	67	3	3
ENSG00000203688	0	0	0	0	0	0	0	0	0
ENSG00000203690	3	7	0	12.26	2	3	606.78	5	0
ENSG00000203697	24	142	26	28	57	21	117	28	10
ENSG00000203705	56	332	285	214	569	355	37	306	104
ENSG00000203706	0	0	0	0	0	0	0	0	0
ENSG00000203709	3	2	2	3	7	1	2	7	0
ENSG00000203710	359.97	801.42	3598.2	2872.44	8687	1349.91	1552.61	517.4	455.83
ENSG00000203711	4	25	3	4	6	6	49	12	2
ENSG00000203721	0	0	0	0	0	0	0	0	0
ENSG00000203722	13.52	18.67	4.53	6	22.35	5.22	190.51	10.49	66.97
ENSG00000203724	7	40	14	26	34	25	34	41	26
ENSG00000203727	32	2737	53	27	551	114	416	540	626
ENSG00000203729	0	0	0	0	0	0	0	0	0
ENSG00000203730	3	20	22	18	69	28	163	106	38
ENSG00000203733	0	0	0	0	0	0	0	0	0
ENSG00000203734	40	57	43	46	136	64	107	109	54
ENSG00000203737	31	292	264	296	512	921	105	237	89
ENSG00000203739	0	0	0	1	0	0	0	0	0
ENSG00000203740	1	1	0	13	4	43	110	3	0
ENSG00000203747	82.78	689.86	928.42	631.63	1461.81	1288.94	182.01	782.61	273.56
ENSG00000203756	0	0	4	2	2	2	3	1	0
ENSG00000203757	0	0	2	1	8	2	192	0	0
ENSG00000203758	0	0	0	0	0	0	0	0	0
ENSG00000203760	18	289	127	48	518	143	21	95	99
ENSG00000203761	99.17	177.79	188.47	105.84	472.52	487.28	36.01	403.86	415.31
ENSG00000203772	128	33	43	19	61	155	41	159	235
ENSG00000203778	10	356	56	28	152	28	2	46	86
ENSG00000203780	21	280	50	82	247	83	95	44	40
ENSG00000203781	0	0	0	0	0	0	0	0	0
ENSG00000203782	18	11	11	36	9	597	472	7	3
ENSG00000203783	0	0	0	4	0	17	67	1	0
ENSG00000203784	0	0	1	1	1	3	60	0	0
ENSG00000203785	22.61	0	0	0	2	3	410.71	16	1.41
ENSG00000203786	94	2	2	1	16	1	682	10	0
ENSG00000203791	155.9	763.38	433.38	263.3	741.38	628.86	59	489.31	510.31
ENSG00000203795	0	4	0	0	0	0	30	0	0
ENSG00000203797	38	302	145	113	158	166	265	62	6
ENSG00000203799	0	0	0	0	0	0	0	0	0
ENSG00000203801	0	0	0	0	0	0	0	0	0
ENSG00000203804	0	0	1	0	0	0	0	0	0
ENSG00000203805	5	3	17	45	152	28	48	361	92
ENSG00000203808	0	0	0	0	0	0	0	0	0
ENSG00000203809	0	0	0	0	0	0	0	0	0
ENSG00000203811	3911.48	9983.86	4220.89	3638.81	7465.03	20262.73	286.15	5529.33	12685.57
ENSG00000203812	6994.97	11312.31	15193.22	6939.2	16261.9	31982.84	682.22	10990.93	22290.03
ENSG00000203814	4436.98	15371.54	11101.22	9224.03	21914.11	35304.95	584.25	22238.72	15891.35
ENSG00000203818	33.91	15.77	31.81	6.67	0	6.77	47.39	107.2	0.53
ENSG00000203819	9.72	63.37	80.69	28.44	15.57	148.69	44.23	87.67	637.53
ENSG00000203825	0	0	0	0	1.01	0	9	0	0
ENSG00000203837	2	0	0	0	0	0	3	0	0
ENSG00000203852	43.49	4813.57	2543.86	2432.32	2553.77	9827.7	286.15	1176.16	5341.4
ENSG00000203855	1	7	1	0	28.64	9	53.19	17	158
ENSG00000203857	5	24	4	1	21.16	7	312.34	57	590
ENSG00000203858	0	0	0	0	0	0	56	0	11
ENSG00000203859	8	5	1	1	25	2	306.47	11	54
ENSG00000203864	0	0	0	3	0	0	2	4	0
ENSG00000203865	15.8	27.14	37.5	15.38	94.71	27.31	36.72	25.22	29.63
ENSG00000203867	33	22	10	30	228	21	551	17	95
ENSG00000203870	8	0	1	0	2	0	51	3	1
ENSG00000203872	191	665	473	290	962	402	221	1177	399
ENSG00000203875	0	0	0	0	1	0	0	2	0
ENSG00000203876	0	0	0	0	0	0	0	0	0
ENSG00000203877	1	6	29	25	2	1	67	1	0
ENSG00000203878	0	1	0	0	0	0	13.3	0	0
ENSG00000203879	1136	10253	2157	1374	4345	3208	317	3156	4263
ENSG00000203880	432	1919	739	501	1549	703	80	1428	2540
ENSG00000203883	131	284	390	351	941	1211	126	577	288
ENSG00000203886	0	0	0	0	0	0	0	0	0
ENSG00000203896	432.65	1163.86	457.54	248.33	761.01	1081.09	223.51	645.14	3029.78
ENSG00000203897	0	0	0	0	0	0	0	0	0
ENSG00000203900	0	0	0	0	0	0	0	0	0
ENSG00000203907	6.93	87.25	8.39	10.57	5.87	41.9	72.28	18.01	1.55
ENSG00000203908	0	7	0	2	4	8	106	1	1
ENSG00000203909	0	5	0	0	0	3	56	0	1
ENSG00000203910	0	2	3	0	2	1	2	1	0
ENSG00000203914	0	1	1	0	1	1	25	1	1
ENSG00000203923	0	0	0	0	0	0	70	0	0
ENSG00000203926	0	0	0	0	0	0	0.02	0	0
ENSG00000203930	0	0	0	0	0	0	0	0	0
ENSG00000203933	2	0	0	0	0	0	166	0	0
ENSG00000203942	7	4	2	5	11	10	88	38	13
ENSG00000203943	3	23	1	2	14	0	27	13	3
